SAQA Qual ID,QUALIFICATION TITLE,QUALIFICATION TYPE,SAQA LINK,NQF LEVEL,CREDITS,QUALITY PARTNER ,ATTACHMENTS
119266,Mining Engineering Manager,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=119266,NQF Level 7,480,MQA,"External Assessment Specification Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YPOsQD9xcyXULFKy444q7w/qHDx4tUL39cqoXHchP2miAZeA1PW26lvtbiNLOJrhZ0RyUFbxtJCZZQqdXtEjlQTpWDYBTBugIk-JtxWJ5r6W7-XWUhL3683pzPvXUyH1uTBqDjHw2-mMov5JlkAHHNg51xtBkWFdOxC7YfxsFGg8U4yv6PjJD5bs2TZBNc6GudXuGmbRwm80j_8hxQUnJHX/wn2WTJmDbDsFtt8C9i0yXsZA3h8WIYx2ebouvD4pAeE),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/azUKVeK4ZaY2GD3BcfR2MA/Jd2zRi1TPlWqeE6j8rS90HkLYId2cw211CzZwOgzykZ1NUYuDgI2-sO-a8IHg-GpEtKOyI___R_5eIg1TIYcE3s_4vccXlapZbPQRX1CKt53cy8vRpKmBZ_bSBNLK3S8Sp-XSNK5G-i77NUq3guLjgkTeq4V6L2i1asmtDfG-M8/G3pzPU3vF_z3_QW1RSWUsJr8HH-4mrK3VpEy1S9-FFo),OC- Mining Engineering Manager.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/kbmpRABhN7W52K3NNy9A6g/Li5jXqfwgvAF6FFPXIwNKJ9OVWQVvzAkByOoLoFTH8ojuz4_7bjQwNw0FlslsB2i7bG5kICnLUicuHh28-693lVgPud3XJC0GgmVhKWWvqCo-psc0oLi52gL_tzsBECwkMaxrFvMBrvYFyVfBxB-nU7Czsdn3a4rgNyp5RxxH-4/U7Ney0iS4p9JWtRqWsChML0t1YRJQRk9K9tRhXFbo7U)"
99704,Mining Operator (Drill Rig Operator Underground Coal),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=99704,NQF Level 2,70,MQA,
99702,Mining Operator (Hauling Equipment Operator Underground Coal),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=99702,NQF Level 2,66,MQA,"Curriculum - Mining Operator (Hauling Operator Underground Coal).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/s7J4snF7iiTD3r8wAjFdXQ/oc1vrWgGGXCbzqOhR54I5_M4lCgO5EU0XAB_vK7mYL7dnB_wdAsCIiolYc6r3eGho6Pt6m6GMHplU54NNVLPvvgJsiTkC5mRfLuF1OChd0ToyoB0ZrXl4f6EPlcJxKwLYt_vKBcofJcGqp9UiOeLzgNjpENOPehhx1TDk-_VHf9JQc6CeZO-N8YwWxYVQP1EzHmC3lVWVVeT6bTlIgfOzZ1LTOMd0q0W6NDycJU3lyY/ox_COhHYFXqdYTjT4vvOgB3KwtigWpZZK5hdOYf9zyQ),EAS - Mining Operator (Hauling Operator Underground Coal).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/hwkn9NB1gL4mRFS6VeleZw/MbhtBNQ2IrOzE271tbkHWQotpilkeVKt4qbMP2veGL51PkvgB8JAwivrloTCYb4lx9Z032Ow2NciUy6eM8igQKGUVea8TBkOTdduIbb-OUUCOAN1wWuKqum2wMKYdx3Z8d_EO6gCgo-MB-A2k5K3fDw2L0dAbVOR6gpYOqohRWUPLaAODYjG9rRm9K6wnPZ9y_chaIbWsZMXmlOiTjtq1Q/o5cGCDX7aH-xORsJUy-yvgizSVkHg9y_JUGJmCnq7jo)"
99706,Mining Operator (Loading Equipment Operator Underground Coal),Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=99706,NQF Level 2,64,MQA,"Curriculum - Mining Operator (Loading Equipment Operator Underground Coal).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/0W3fsPayXWxlgOrRSUG6Hg/nTVL6ehB6nMhOwMxuK098aRj-_B0uLNhauhpQffj6CVUIPdvdHSE08EU8pNM65jxONYhqHb_n6kLmiwEuwHfZN_CnbECThG-RCt5Z9RR6EyscYroMBpKI6m2VJw1MouZTSAvkMWwWOST0IjrGrFTRFv_i4I1XjfOOpF4Srp449GybUsyLizcmDI74iwRJmSWJO3BNCcGSqfZm2O6eSm6w7hMCZ5hOpDX8Rwf6iS5NTU/_ebWKIwWR-l52SgNbxsoQ-7g8K_MgAdURfjEmLFdDLg),EAS - Mining Operator (Loading Equipment Operator Underground Coal).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ilmJA0Y54mF24DJWrcKRDg/lgYbaDsInAoTZ6BlspvPR8BoINuyZB9V5HEBoa0fi1DW1kK-q5WP-DQ3TZqPl6nqDxQybnCGC5ZjIC8IQkaZNU_Cdh12m1cIszmAVymr7Q0_Dt2bFRaNUsGC-OLD2TEDnX04FCeMwiu0EBkrQ8L9XCKZghjFZ1wQJfsegN5zy8PsD4qPk3z2rEjK-b8N9ZNwHRGxzMwS4GHvsFGIWv61aOGQY21BUDGnwqvqw6vjdiA/WgPGDFHzG1qeGGL4hArx2tFph117sE_g6I7qxnDRALA)"
121127,Mining Team Leader,Elementary Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121127,NQF Level 2,120,MQA,"Team Leader EISA.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/jEEO0G3AtkEJ-XvJZ5epDg/PXcG1aGk_jxzwNsyv-cpwdn0AnYwXzEdI40UCdT53UFXB-7o-ghteG8DkpPSPJW5RH6paGVGDBbP90QUX6bi6ygbtl8idscN7VBr58pVoYdGBML3SXKBfJ9vW7VRsUd6m0SOOl4c5CQOIyFVmxbtKQ/tdK9T3ullIGyIBPUtdVOtvInqV6gBgm-K9cISFpxq7o),Team Leader Curriculum IQC.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/H-0wP6UMeV9Edrft6ZaosA/PO43zuUMNk5Xv_iTl2IS3h6pqcB2bFjpU1y7rbm2HhGRsOTdGqSyqVE8MhzbPkHm4hOgxbohmoKLiXcc4tpJEXHmqvNhaEU9I8Ly5vzJsmlTufWR7JrhniS7CnPMBCY7ZTHcu6Dqctl8CXg8dCQ32BF1VtkBop8P7DxmtQlU0tM/eqol6A1POBBKGlBhxnY1zcL6cCBxcUVDIYP__3mR_9M)"
98929,Mining Technician (Mine Planning Practitioner),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=98929,NQF Level 4,248,MQA,"EAS - Mining Technician (Mine Planning Practitioner).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/qCKzMQuZyNW2nFMoY5Lx4Q/wJDQb0Wud4_Lb2Rd8uv0rMrO7obMXSoZF1W7dMXuo8yEWLUMJfVlYGlSkU_WAOqJHesqKmTYGobJfn--rY36FOBmE64azP_CHKU_itXiDH7C_qWqyEdUWpWgVHtc9OOysswrHXzqVQ9kMx2pyIZvmIZ7fiVSbP1jfRTbnDs5FOjFcWeWb6W9r_6THJgPoxLNUG4hSCvIjmdNMBQjn1aY4A/aaECRbqoyICV7lUsJuZUg_R-OpJ73YI0Pr1iWjSvnRA),Curriculum - Mining Technician (Mine Planning Practitioner).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BkcuGgyUnXD0ad2WwnvRng/54OuTM0fsDil0GIRSWDWdNBM5DbIvW5YLTmvzLXO55xIwsliAtbE2Ac_XY1jECz0tDA3VQs7yi2yZkJFJXXsSVzPEN3PijvGRbRvVptbBbxHMAYIAgwpzU-M7m4IlmmDqaglUN62SRUTmHzQBaV2im07qXcUQ2pVStBEOCSNk3K3xvlu5_luhmImE9GosujXEEp4zfwg6V7yMsDCy_rtBg/2Ohzq-65ccWuantEVlKqj-8QUv3b4wAZzcdV9A3IIxY)"
98932,Mining Technician (Mine Ventilation Officer),Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=98932,NQF Level 4,214,MQA,"Mining Technician(Mine Ventilation Officer)-External Assessment Specifications.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BdZ3p4gHK2_QcTzFfnO6Qg/BTXZl2l7nqbQyN65SZFxgJdK6QTtLMcfBDK8agqIZIYxGNT0pNsSDbE1k0_ho0M_dgIl4dnc8yMPKUR9FPkaINckVSRome_Jrde8VSx1SvMxplqezJUXg_9h8ApNPZTRq3UG1ijFr6pPp7N7kRqg-sHFsioqY4q12FIA9xShrcsGFuMNsRf0wRfUqdAMzkCw106ZiEP_BdS9scw5TRFhicCSMlbjvgeedCuGeodxg2w/I32u09h4wGW2HLD4J6EGRIVJ4Z4PM5Qunl8Z2Ch9O1A),Mining Technician(Mine Ventilation Officer)-Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/n7MWJLEBjn_K3mxygpPLPA/LnXP5FzzMdNsd8AAhGPa1dlzf25n96W9gAVYLnZPSnmB5S9Skf6ZgHriC-25_BFscdorlAIs5U1bTAt5HYlWtbombHjC4byiyBQMRpbvk9FT7byx9QQbXZCb-sTR6TA3gPJZCyXNDJeC7ZOQCmEW4IYRyc3TOxbZr9J-hcyvfgaxHpyxHvpV17_J0ux6yvLrNzqY25FCpG7tRTYpnDyk-w/Zi_oyfLSztSN8WWcshJv-91MafsjMVolUz878JFvGbg)"
94870,Mining Technician (Mining Sampler Hardrock),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=94870,NQF Level 4,168,MQA,
94876,Mining Technician (Mining Surveyor),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=94876,NQF Level 4,218,MQA,"EAS  - Mining Technician (Surveyor - Mining).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/hi7QZYg8ZhmKdrLdf4lK4Q/99rfF_w8lmKAbraLHAi3k79lE2z5mKdgqOaeBCIK9s1n-kLOZmSR2YzdnCK8Yhm6jRgn0vFRnLmnjMWAq_szouXDXc91FovTkZkBX72NX0eD-IDOIArt21ISCsIPfWw2SG875FP8fav1t3RTQjA1IVhCX9zk1GI9jjHmW21SOhS1sKJnO94qxAyCgOOHDdpg/n1B0TxT3N6REon8r3mbl-TZiSeewaN1l8d36f6Igsic),Curriculum - Mining Technician - Surveryor Mining.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/F0uilw8A-ytjuWRw4hrTRQ/pZ5QK4iPIjJZDPeo8r8f52kXnHoFsxcoZtpRzQSA-aWclp8mCKb82rJEBKtfoe1_vyBj_jKLezh_lATl6HnOCzLO3CvcXS_gbpSLITypSF4y_uQaWsc-EhPhTGGuctjJMqjJrizbRasQ9x7xmhaUXxQe3IpKnc_u40qfeJC6kDmgq6GsCDJVcWeffK0jsfvg5mSAAT4lIpKCkCMvXd7ofg/q1EFvn2cQkCkXbw7LGfWlUsgUlDZpJzveuC_H-z21jc)"
96464,Mining Technician (Strata Control Observer Underground Hardrock),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=96464,NQF Level 3,108,MQA,
94038,Mining Technician (Strata Control Practitioner Underground Hardrock),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=94038,NQF Level 4,198,MQA,
94878,Mining Technician Strata Control Practitioner (Coal),Occupational Certificate,https://qspe.saqa.org.za/viewQualification.php?id=94878,NQF Level 4,264,MQA,
94572,Mining Technician: Mine Ventilation Observer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=94572,NQF Level 3 ,137,MQA,"Assessment Specs - Mining Technician- Ventilation Observer.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/bS-o-LoBqL9kTSiMOaa5JA/rnLIh6XrnO6uxnnH2hvJpXtIYUSBSKaM-iHAsouoKtzlcjXQmrDysAB7UOscr3Kvp0-PoBxZ-xkrVby95CEKBUVGq5bTTh_CjMgOdyn7wSec7iXvletDvjP5uzXw7CyCHdmUgC2vI7r8EtuMSLZM4Owp5P_Is05372-THQ1KpWM32uAIeMTdjBE0TWsJFKyJ1ciPHTic4JOrOQUF7NVEYQ/15JK9A18mPhAK66dyVMJUd4WgO6tTZI2xhnmGLQELbM),Curriculum Doc - Mining Technician - Ventilation Observer.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/G4XWyW6n3uBdQg5V2phoTw/TKilZmAvLKFKYzxcFh4lB6mxhZrc_4mzVf7BVQQXVXGDXdPVWzHH72hBNen_yKEXeH0e5eJMWuS-oOzXeGfP0LA11bXg7xnYcOlOX8lcJfGDDwX7kYQUrRzIM8XOKdhlRDJTntk4OnAF7g9fkc4f7DonsAn34DLEENJIlLzG-tOUfFpJLZHufCNuXmQTNEYcCJNjvysT58Ps5rQMzh5OKQ/YrmngEvZSq8gp3p_lPxOOKLXcbydUCb447c160ArTFA)"
122428,Mobile Computing Device Technician,National Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=122428,NQFL Level 4,172,MICT SETA,"EAS - Mobile Computing Devices Technician.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/CLNhudKspmKufedBZdCb-w/nC9DbDv55w5yxGqLPEfDEQwSBblpp-jqZosq4g5BlY8WH3rvbINsY7zRptsQDNegAIgijoEmUvoJW3VopvE1Vs0Un4d47vsQ7hZNIYogI3XAu4hlDWp9nyYsRennlp0U8LGqGJdUDnMtQfa3tCpwguFL_hzczOjwyLlLa9tyG5DddlpnOnxvEFWht_4r7EMu/6PEdZpcWT-Gkp40Wl6ADGOxLgYBSbS_KCfofj0Zh0kc),Curriculum - Mobile computing Device Technician.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Ww5PQ4XZ3RvRcDzz_NBPzQ/z1S7Js7UL9L4QYaTTdYIhtfb1RoAlQ295IlYMGaTQewtKOJdWORA4NACvW_R5osjqK2u3gvSyT_BAZmCvUmc7hgvF9idxXhe03MGo35Zi1T1kcxkdGMuTK4ygCbv1CeZly0qI-c96UsXe-6HhhzeOHWQ9dQLYaCxt5-2LlQ-qYS5Q9-Fhwpni0Y9LlZlsB08CaV0KSPF8TiSWOMHy2dZFA/f7MzGDvgxf-RJjzKDKus0g_UUUJKeegYGpViuEynwtk)"
122468,Mobile Device Repairer,Occupational Certificate ,https://allqs.saqa.org.za/showQualification.php?id=122468,NQF Level 4,104,MICT SETA,
120664,Mobile Explosives Manufacturing Unit Controller,Intermediate Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=120664,NQF Level 3 ,120,,"MEMU Controller EISA .pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/HCKd6R0Fi7-qjA6Aw4iAPg/BqpzYOIpZ1oUvoddZnfMT4k_m9_EHbZ5pi1W27LjGvbUuiw3-ARQiR8ZUXtVOB4jyL0XddWT5G0yHK2RhrRVUlONqK2fzo8iNQQtU34FO836oU85x5w7dzg4IHI3iqtNRYQ03Xy3QGzZ-DTyEWZnHlugStoGhZWMDAw8cVvgIkY/3mP4IhI9wXngHwQv0QVdYsnholqQPACNVd5dJrN8cvA),MEMU Controller- Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ZCX8WaNHvVi8dIHWu-q0yQ/osgnHHOaoABOufW4_2GgtlP6NHRZTZRnfsQh3LF-zgcJXt4B-TmgpBxTEoxaPaNX2aYKaNwfh4UPg5166ZPjS9BZASHKCOMLfsuZ4piE7S3SSKu9XuoBz2d4dzl76-me3p2fbJBzp3bC_FRh1xcBTVwEpk6h_c5WSeT9aQ5Q4WNk-69eAiWjlD_jrQMS9jbl/KlaBOPeS9-lCGz3PwDxA3X5gdFYt8SgjfKzfxI5Gbz4)"
112283,Mobile Explosives Manufacturing Unit Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=112283,NQF Level 2,48,CHIETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/MFGd32RVnLsSdZG6gLTn6Q/SDZdkcX6rX4h8fBP3Mn2SRxpmQiLFuGCclcT5-QoLnLMtvJdANhDZUV5jmbARICjKODNDGOXUynnjB2pZ-Ngr7nnJr2p5-lzY3P8Lw7cWvBHSPzSSA3qlO52Ip9MsAHPj4kjd-NlGw-pouqqP7-SUx3FAiJ0e7aLJjev8CWhF5g/LkAF2XlUGtPOU_Hb1YEzSOUZUOqhPEhVQhZMYrtaofE),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YQcP_LQl8vPYx3WkcRUiCA/xGESvBw-_G5e3Q0VLCmdNYM6j15jU2tplKmNHgCtma7OtWCi1HgxT2oNfXxpTln3LHC8wX-a7Zk00dIEWG-0NK0m_WAzgmU7Rx-5Zc-XYpTetjS2pTyjOf5PPQ1E86ll1_v_WQd0KB8moB03ZPmZUZW1cmLZEAUxrK6NnTy7DLs/ghPddWrAzEDjqyNJ01LSoMFhEPGMKjVy9Vi4z2U4x38),Learnership-OC- Mobile Explosives Manufacturing Unit Operator NQF Level 2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/WskF_KCLtCREjEtn1uYBHQ/T1k-tAu2SAVK3qCS0Q2ZEtFxx0z2yi4-12yLHpzX-94LHk_ovGx2q1_veiuq8qt31rVAPlLsw4dzjxUaiDB2iQQEi3PyOTpYz4Zp1xQo-wIlOeznuhMCcNFy7NvqCzb3EXLwHk2MN7xDXONuuieVy6t_anN4WwIQMACZDVJJiW60BetMVwhiUfu8Aa2xnauJFM6CCRgGZhIA1h8uGVeOLf7TskO5Y2ZeUphLUJIt9vs/oHs_ZOkg29o5nu_wj5m11NffsC90kmWantL--dNSg4s)"
102943,Mobile Mining Equipment Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=102943,NQF Level 2,65,MQA,"EAS - Mobile Mining Equipment Operator.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Oht5bfexmFdA_YQXVTuCyA/kbKJOWHcX7-xi-uddt_71Cee5R2bt4fVRgviiE3kCrm2BeH_KS2NOBcEP7TF_5YRswD7sXv19vMfwJVKhKPvlgNN2fHwZGQVEeQHfSw0aFk__6iPRDO1FVAFptLmgroVrlkerMMelwJJ1F597QLTXplO0eYFMw3wWb2j0cPpvW85pXUKHWXhP-a7h45MLTDH/AzWjJpz63hFKl7rwERelcb5Veu6vF_qoJq5NihnjCPA),Curriculum - Mobile Mining Equipment Operator.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Ie0ERSwMlYuSIxMM7RxhVQ/p-2Xpn4O_GVT94sVnwkR2AIfxBMvvS-P9Z-LZg7Pzi6BqUtwcMcv6Si7fl-pcqXr59kUZs0vzURXZGCryNZgRTox47itdNaCwfuLPIMz_k249bpr49pPmiA0_y11-MjQDqLRjnYUjTKoWrKu4IpvXqQgGIQFCy6NNQW-fTipA2h5dG1irxOtI7L2lSTTBmvD83hahqsOBwLuXNsq08M6_w/Y16Mcx0qz0DZyF62VffmvoxvaFEpgG672R1-AC39xZU)"
103267,Mobile Refrigeration Fitter,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=103267,NQF Level 4,399,MERSETA ,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Q7U1LqFO8CkV4W94912hrw/UyWfeMua_32sYH86eoCp5lCSjFO85EvD8xnPUGg6dJCgRn37wTweDX4hPTW27X8doW0NDmlP7bn_c1BvSBXZda7QdNvO1Dn_Ihe_34x9DcD73dGTSeliKMQltPrwFV5I1_ENJoqVP1U6Vop_s__bXUE1r4mRtxc9DuIvLfJWCHo/7DzuFPvMGSm4p6YD-VMZNAmMPq57PS-dh9E4UKM1miE),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/t7drLvs98o1SGoQSrQ8ofg/GjDPj8cYMHexw2Ka5uJZwmRMHz6Ubjqa2Eykl5p_aoAAwFGbPyXaLW6XNSGwnVD2rNJoilwzFmsggHwYsCq8LUt8jZew-TbKJuJc1AMSueyy3c-a9QZN2smaOMlJNibDEJyyKuu27F9a1UxCQCNYi1zqRRa4Yc5RoREeeEfVcdU/HfN0SUnsEOs4-3hM1H6bZb3_gWDxRJjic9nLhWaAZCM)"
104621,Mortician,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=104621,NQF Level 3 ,150,SERVICES SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/7YJ7lQHYRzxfWvLLNcJ_Ew/WUXRwRPP169BrGje26EQiCJQ9MzplMnzvgTSkXS3X2C7tenCpCwW7zWxGc7HncamqzFmQa958JxLF4Lz0b5ekoO55is9HwzcQnXtTGJk4XBUYyvdSSci15dFY4adGc9P0vOiMsj-XkfnkUJE-K8pQsmBNp4rgJcmnl3dkTCLvKE/8VBV1ZpX91w0pKjRCGqdJrb1lgxs0vdRsG9l6ZgdHqE),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/V1rXGQ4wv-gMX-pHej9Gug/cvgy1IfTaO0HjVJVVKGWfR_aNMWZSR3KxT_GkkOCW_MAuPBs_9pthK15wqbykj79XOBPBfCWBGrd1MKIwAYOhap2xvw-eZjbxWXU9jYEWlDzw6L9Pp7NV2VNHwon5m9ZQy1T0y7VeEXYiGmYC022nXtEkfRklanFZGDYgvQ1SO8/swnoO_lti4cpOrY96EMLPUQ9DyrHJXM9oCnIVzn7oRY),Learnership-OC- Mortician NQF Level 3.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/38gTonJbDrIWnVZ3QhAudw/fxpBWTlC5m9OjXm4WPNd4LKgL2IpCPj81zBUvldytTl5C9XFVLhzmbHQiSpgUkYtLtb21LqlKFPSIu7iKCtWTAPqzbilJvx6ln5V8fW2SwSgrsOMWIAp9rBy0N1kGSkecEvYkLjG9ElVAKocEIbWerq9dU6MDgigoQ5doU03gYF14V9maBvF4PiczG2aUBoT/hAHyV0xDwMxwp7PUlLFgqaXzzskrgRDA9P4lH8AckFg)"
122235,Mortician,Intermediate Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=122235,NQF Level 3,156,SERVICES SETA,"EAS - Mortician.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/oYbyJEiboLitHyw0VcUEdA/Xt9n0DuEvmpRwRuKmJ9o-_k1x0ge-d429jgxGyOKW8C408487S7aWBno73TmrVHvSdXFHFRA1AokoEgRLAY0r0ZeLrNqTHh3J7iWk1hIPZJ0jrvz-gCIBn7JIVqlDvfJAvvt59oEq5tP0VW4iq4iPIBd6EUscWLUdJLSwZClmR0/EEW5N3dquUtdYjS-BGH7OpjaRfUsqMwqnVp2oTXkRCE),Curriculum - Mortician.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/iwpkvOx5bvjS5FBzWC7AHQ/cchtnOC7RK6-UU8WbuOTbsagkSX5EXWhlg2OtQrsKBsAPOafBCHbpjjPnhhSCwk9ZiFMGNGPI8Tf75zt5VHfHf8FNgaFb-IdI6e_Jrow90BZmIKsAETWyi42wxhPnLOx0qmpkiHbeblce7n6X4SDuwQa14VyIye-knuUoVw3LnE/g7cFwgm5Sk23K_DLLNLhkhL5FvTNBCawupraYBTthnA)"
122621,Motion Graphics Designer,Higher Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=122621,NQF Level 5,229,MICT SETA,"QAS - Higher OC Motion Graphics.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/-xEaeZqweCX_ovrsX4hPoQ/b3Kfc0uWJn-xLAU20cUhPnLZmpVIfQhd_3wyguMvOC_ELw9FNFiz6ECRRcErq2ZMoHA8j9vsQBMAX5ISzU4Kx_DMiZ0R02QIHM9lrGzXkuVbRklsZU47X9_qXse0XtCL1g1RuKRjuBf5fdjIy0aRIQIkT0is7emdag-mVYl96VnNLP10hX23NjCInXwpo4qn/oznVV-ZSEJ5mLa1nGuiNpCDzlqLZESeS1FpTNLFcf3o),CURRICULUM - Higher Occupational Certificate Motion Graphics Designer.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/by89bVl_XSfCQ6liZwueoA/jBshE-_CAl4BDVnMVf0TNmhKZ2hK3LGn8CJJldnQJThjv9akQaAtOyBaRICtjKgODqvUEqJ4mhP552FrDlNC3nifwYFQrhqqnFIWvq_OgZeomiT3hh0q2Cm7fA6TLM7l5C40LAe8Zwlop6dn2UoK4YTbeHC7wvZSfO9xDyLCjduWpdTEJTtEw7QzSkFgxqTFKD6RShr3jX5pgsUr6RkfNB0BZbQsY1tJ2hTqd_jbyAQ/S2oh0TPvUrFk4sUt2z6VwLEK0kpObeDVBkGouZOnODE)"
97591,Motorcycle Mechanic,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=97591,NQF Level 4,540,NAMB,"20150309_653103_Motorcycle Mechanic_assessment_specifications.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ioQyp8wUOZ_JHKkYH2Q93Q/frGldePYSo4kaB8t8woKmYBswbWVuWkA0UA6A7yyvXdWBwuIU9nOg-OEwimP2wk4ztf7zZrJXvxrp-ruDdhwDOlaQrq4SxJr__aPgUo_OVd68Wd_PIaLDp_DtfAi1fhP_qHg75L7tsFBBEl8tlnU2NZu8LfHUspx2BsmyVwKHsAVukDX-_-dkTFu8C3x54nY-5Es4uPpm_j24nChvUN3Ig/nIuoZGHjxDjiPcLF4IOHWyk0p_nbH-gKvIsCPLBzKgs),20150309_653103_Motorcycle Mechanic_curriculum.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dpaRjGbIr2UXs4_LuwtrMw/lNqGpBS-9uVLK_il0hEdLO5KIY1rDgQJOdGrxnj-cuNxTFGUu5G9FVcMZaC2zrHbEux5DFPeNMKbKIXOJlMfrIe4Z6-Z31mq_29z-kTWs3NhxQV6ZRLQsTbYD8sNaBEPrdl1MOLcj1Yq318FC5jcJXDAL7y6ScEM5JrQycYQ4LBv162qEl3Im_4lm1xxvUCg/UA_z1n9lSvRiY02sKmGSRXX_tqo80RUgfrrJFE3ir00)"
91785,Moulder,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=91785,NQF Level 4,364,NAMB,"OC - Moulder - 651101000.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/W6hO0rp3ewsjN-EXa3DFEQ/vZ1i-OZeTrAGmbc88bT-U6FOVAMqPT7mnw4alySJFKkovbUvC5KkoMfUWlEZ_HLUQWkmLJHmCJuQEATzodrzLiESDDPk9kOuGyb7kcfiz2YhggmH4IopMrO6YbyKlxvuUS2LPAv0-R40bc0Cim8mDJiCbMsFJJFyzh5y3U9taKs/65qH4bDOCR2Hv_LYpM2KoH-XPOkCaR_RgSXNxsauNZY),651101000 - Curr - OC - Moulder.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/y1PkyOnQwSshOCmZfl-85w/fCrtBaxsPxbaQygYvcYtjNi-Bt_RzXcJzo3bupjBcyi1P6KSW3vaG8Ejhh2X6XPDVYvfE-PRCOQ_65vIuFpkxhjUTo5T-TIxQODLcJV4wnNi-LnJ3o2zu0elAtYD7McOb8Q4HgENZBsB8kuy_ZzNtgRFunAv_sxg878N7hnU8Pg/m84Ctj8gGJyCN9DNCUmEVtHLWWRCgnMP531ZiOBqkg8)"
