SP ID,Skills Programme Title,NQF Level,Credits,Attachments
SP-250803,Effective Problem Solving and Decision Making,4,8,"SP Doc Effective Problem Solving and Decision-Making 4 8.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/U9Y9s1fpR2-wJQ42MOOOlw/lvgMT3i9CIpn9Vo4Jj0gyzhc8FByMnTTZ5ItF7RdAf2Pm2WzcjVE-b2rcJ-uCCKJdvmzPi-DcR5dlVkFA6x73tQtVQWAWrEpRJPmmqgocnWGkYR2RuMpyZIK3A4DkJKyTOXe6vaY1cp_U6xoxB42WV99PvqB53k3I3qtlUgqXbw_UKMIdWaDObXXC674pjCSQtz5UQYO0sR0JLFinLJkSA/hgHrNBbrV6ff-eVePEZ3QnAV8DrI9oAXNR3ORSZ8Ty0),SP Curr Effective Problem Solving and Decision-Making 4 8.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/OckcbOkZ4dw4lxjAyItMLA/ZHNYxyyY_9YWVGMV3wKmKUpZzB6C4JVXhKLcBk47xrTfq6aROCGtYkCzVwayzX_Xn0pF_6jPRIb6snNn2jdxyW42K4QXYLeR1OtU36OPpCCUDXgHP_gYzRTlwOhrnxnmctBaLka40FGRKaw1Etmmo3meQ64ZwvgiI20pvUO7LDRXMp0n-XlwpJJlce6H68xHOhe7mtzb8u78NkjjPn6GPg/VywHOsJhhT2aILkoF6cVWizEQU8m3XBOqJRZUZEfdmQ)"
SP-230321,Exploration Driller - Surface Mining Operations,3,40,"SP Doc Exploration Driller 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/iZGHJNWhcS7MgBqQzRWpJg/HGOM48TMwW5oEXtYwGzKcVTE3cC_r-ltntPjMtwzl5bqWos1ecUjJCh_6aTdWRvUIPIayHARqYn3HjqXONGbbMQHOi-dd7j7WDiARYJxjO5hiCsJ1pAaZtxbnZi2MzpNSn3ynom_T7c2CLr8B5lDVGiY2lsUpbYpOLs-MtEKSSAZXr-xrej4LNJE1Vz9JVz3/BXbHhVyR3XiqOWp04HyLOIW7L1KugjFc4sig52hfIWc),SP Curr Exploration Driller 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/f--TgKTrrQ6Az51fLk1_Vg/rJPgVWEe7fY-Cv1g3_ij5he4mp67j6P5JUEaHMadexWsqM9p_31wL6uiJNlBqq9KbLrivp0obQ5QBUtb2-ZGEEwdStmr-qFJW0I9M21AH5Vtnh9BccdhvLr8pQY1uMCdtsw4xtOYpIXJJDXwr1yHbCePUaQeqV0jm3GCJMMudOVuG5-0cIkzQGahMzNbPPxB/b4tUZUydF4_hjwHFHfKeOkmK7LWj8MLKjL-oIpiRrjk)"
SP-230320,Exploration Driller - Underground Coal Operations,3,40,"SP Doc Exploration Driller 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/LaqlL0OTiFimo47V7DUjxA/58O0JhEd4Rq5zhT10Q_FI9PW1G2_PkxPOGQJ1_F_72WZLrMp6s0Y_F0dcb60xIqeBy6Ke0N9-E46wMO7utILPRO484_3oxAYW00vn8rnb_CIonRAhsPMkiu3aXp64E_U-2Fz8S5-4w3P6zM-r1c7jR2u5cTA0MeSDOx2fqpTRDZm1JoLyFzot2PLzO8Gt5wA/vr7skelIZJovmeEeUees6jDP4dB_4Sk-VUFxhVoMxWU),SP Curr Exploration Driller 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ySdUGMv86n3ecutnysxxRA/wIschAUoC26eXZKyPp7ZKWgz_MyLR9tU6aNdI5aqDODQThji4_uxGMtUb0t-afJ69yv9prKNNJ9sBpPThvY8jHy1W5FDqYqenfYEhbzmKj4KPnV4J-iaGb3_Qb9o6oatnz36j7pefikHIKqVLMXW5GjXHSfixgAAQrne6k2X995qIophQ6HT68EUIFDA0O5u/0Sz4eb8idcqtsqZBxRO3vxn_DH6zC16dZLs2DUhx0ic)"
SP-230319,Exploration Driller -  Underground Hardrock Operations,3,40,"SP Doc Exploration Driller 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/2gWRFNdhAczrzmwYUWfrmw/sTW15HUik-BtwBB0V96dptdyZKjTv2wHDp7rt1yUBL-89CLgUhkMI-YmnJU_BywNVg9V58Syag9xBvaKIr07nM2Cvozw2uB9wWU-wqH-QRN5yDHnCBlyye8fY44lbmnUuKQ2aBi8GFUazm27SAl-5_RUsXp_FVxx2baecHQjNqP4gbl09VaywQAU1IyH831G/Q3hNNGjdLJs2ksYNdOa6TG9w6uVNQom90yxCURzZar0),SP Curr Exploration Driller 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/0uppEq1gPjywfTgg-M45pQ/X85b1ddpeA-Z3bdLuhRbqQmvT3KIhW2DnwqcmgIgYYNIZDc84dONjt1DGedxJQ4dIhA9zWQjyWsLdmMhN1HuFafjb71CUSx-MwFP6ZOmk23JQ2aNMn5uQqoakHFMhXmGS_VW9taiLvtPu3cqIBRgBxah66tIWy53cyksqE0fLNQ4dFpzdcgc0-pZlsOGhuGq/itf2C5upqFdxfnhb4qN8TJsLuDbTUWCOheMwyKC6qrs)"
SP-211012,Floating Crane C57 Operator,3,40,"SP Doc Floating Crane C57 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ozyxoB-CxSBf5zAVuhsxig/pSOnfC04i8hPw8Hdk7uI8raQejV2UoNi8r_NF5etzKmSXd13tlZKtXBDmPRAapRU7D4N5U41HPOm63G13IkpDJy8DS_VxWGgtdJrYnd9GmvsItECGkKO_mNiuCgftdcmyqyOeBrplA8-Lq5NnmjI95gcsLQ6VIOFJH854RbxrAg/bKrIFA2qY8m29Eu62xRzeXctMikQt7NfasMtvbXFnEY),SP Curr Floating Crane C57 Operator 3 40.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/1apn6ljEyvInWhNvRzMM5g/Yjuiolx3KJEPwwUGYQft-UipQ20pjUOBFnCn4M5bvI1QFVbPMLKFckEgzaofTMjPI2ghLRWSOHFedB3dk2JuVxOg5TW3QlDurvXHjGCGn2WMz1x8nM6pcLwpjvLraP-oKUMMltKltjfvtZC-xMi4Emz6XsUTkUYH2VagCOsv3usOmWMHB2vxs3sHsKcl4brL/nYQ0KhFrqTqTeOWZ3hq_C_feB91pZ9P1Sn22kSwH8oE)"
SP-250809,Free-standing Scaffold Tower Erector and Inspector,4,6,"SP Doc Free-Standing Scaffold Tower and Inspector 4 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/B3QoKNWT6pfapsewXo2CkQ/L5Fnd0n6Sb3wY2mfyKYh3dsa78gDUUso3NoAZIDX9586Md4TUxWoLxz6PyUMaEKHo0-s9w66ol1qpXaK77f0ME37HRuQrjbuZwXQIXEJc0DcStwx8KB8SvltElllz0k5MPfQalAx_5F89lM5tJ4e462jjg2lMiFyJQY72mW9gaIdRRCkR1jr3aw-E9UkdK__9OLdV-VOHvpaKB0Yok6eog/3-5SbLciWcOzH8U3oXVA34dmVIXrNe-WMBZCaA_mRz4),SP Curr Free-Standing Scaffold Tower and Inspector 4 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Q8B98v_PrmrAQNLe2WuzJQ/vugejfDCS8NI-EIBvxvfvSoUUrmktHmX3H75lXomIetNVTBUVkCvNGFdNaHj1JL303WTLbgmSdur970EPir9H2xTlUzMGGRYZdqDeCWIaazPoynMRFackzDxeozrhhHjy5rvoTY04Ow3lfceK0brmM3MpoVImuPd6HuZ5vDkYnOiUwt2VonL6c0mFM6Q8EY2eQXd0IL2_WjBlNpuLk8l_g/PHM8SBD2vXYS82l9QDBHeFQqExi5sIjJR-7klT4UO1U)"
SP-250206,Garden Centre Technical Supervisor,3,38,"SP Doc Garden Centre Technical Supervisor 3 38.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/TEDuDXz6A3-b8ZWzy49tmA/aDrUUquK00SAhJyLHsBelNwcfCUSwwLLTUvFJEgGUDsRmPXm1yJ2uv1p8QGngiTcDzSeDlAfF_x6AmBpklz0d_iHNrwLHru2oKtB60iUEkC5SgxXPWpyEr-o1jHaREYWws73Gi4DAxDKql6tiakgAVv3v-NBtApi0njp_mdaOdQy2CFZrCiYK3Ph7KvNP_ybWDSthQpiDMHBtlA4Tf-NAQ/skasALPVUmnbFC9dqDbQi8yzLUdcnV1ECT2CmlEMESM),SP Curr Garden Centre Technical Supervisor 3 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/0GnyqDWYk7gZf1THXwxLXQ/9ojEfXePe_g0fgHDALCVf2p_PPSvUThTzLmFBAytQ5ekUFiJKxImZEHXWtzPJybquO0uLezLAM343KDBh4nFEw3JhcI9A__mMK4ilPv_rd1fePjr2wOucThB0holyFuzyliVL3hJwFq6Szlgp5duwfH8zqJZAStxe2vHHFc_iIH4rPeDyx-Jys-LEyxfqYUKI4hsDj6KatwSeCLbLIQtSw/NFlxBTO8VtxWrlQNrAurBFMunXldGh1JhniDEUd7Yso)"
SP-221107,Grapple Skidder Machine Operator,3,25,"SP Doc Grapple Skidder Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/1Bqvdb8ccPNOF20XSPExLA/V5fs0WaXJ8i_Nl5tiHDw8oI0rddbEtQjtkCHywgwmugEuXcBx9vtWgoLjzHH5HyoyW05L2R8jyvCUgiJItGv1Xk0DuQhWA8gfESl1q53sBak2r3aDbmJkcohezdDUBedWnPvP8JrKiZF41Gmvy1AuaqitaZlO2EZptwzhbAyaOolvEskySxapuOGgX90BurG/enBkHUXI7AZ4cjGIQSUq9yrbSD_yfGEjBWApc8FcSIU),SP Curr Grapple Skidder Machine Operator 3 25.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/XjeWh-nfdjPb-7C5Q7JBsQ/M_hRio7qn5IP_g72-Gb47ai-m_81MA21s7uP5yGHzxE-21KwgSjYdEqbM2ui1QQ-n4MrZlIYbDmEiHKoEZPJEPGZ793CvErq0jgJX5MjNGa1Avl_rTljRc44-26X3u55EFYJ71SRFJrVF5OId9g47ZKzWxyvwxyPcatn6yBoAb5SDshAp7Rl_pcuh76jaOQsPMyeU-iKQKABO-2WO2m_1Q/5iD21JdZU8u9qPo0kLpC3EQIco-r46CoXOE-76Wd1l0)"
SP-250403,Green Hydrogen Production,4,29,"SP Doc Green Hydrogen Production 4 29.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/X3IjEaHAsdMXdrEmoUYgrA/k7fdS199qfSVYOVdNrVUWhN5BQ2pgPJZtFTs38tWGDPFzz6xJgKKtGLjRsMIQAcE5rcQgtz7bJs77UE-8qdvbNqWjzACVhR-_gwEg8_ABvlmibRStPu3bUD4SVX2oAiOQGw-0g5gI_Iy_oyMKYqcxoSTKltSIWloQFEmHX7Dzg87MDcRwGDMYrxmMMIHpovd/61023YWxz9pCOZ4CU5Pk7QYQOPJOXso0brCDD8e_-Ug),SP Curr Green Hydrogen Production 4 29.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/bH1FCy-efn0t_l1QMCAwlg/m0q5csj5Pl15e-ZZigkM05dTZ5F8HhH1_QeXMWRZFZzAlKqzGyEhWb1jFurtyANfwqdp5qx7z7Uj2Rqvr-uvMu1f2wOe21PyQasYVoGlUbbJdqkGQARC9uESMvWFaazUEdToVTGi0yq1A3tHrDvsM5FlmWIh5OFHbcNccRqEUWPRFTkbMpHJm83zjSPZIQtd/29dFOxNSdiGSfTcq23f20hKfA-cq4fvY3K9K7OfzDrE)"
SP-250404,Green Hydrogen Storage and Transfer,4,28,"SP Doc Green Hydrogen Storage and Transfer 4 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/nUO6eRwNzNx2Nz_lMnaSzQ/akgzgBw79gK3ptH8u-ji0wfI3oF7U8ZExdlfmfk6QiYZtRsvRyZ3wSy84eoCKCyaVwDtBJ39hRuEogRXqu7qMDTobKi-qVqyf4cgWagwvDPSmdn6-mWYGtSKyvK7RDZKOsIb1Q1YvxmBD0zxzM2vB3L3Z7iHEMqgPnzccTZ6zeQBtjO4Lq_6n0Bfv5_jXIwebaouDXIax56UgIaF202XFQ/mv_AceJnJMMy62RxloZxWhmM_p4tQf7J1LqDpzoG2pY),SP Curr Green Hydrogen Storage and Transfer 4 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/o4yIgbLAgzGoYLw_zaNmyQ/XXKvB2mUBAM_v7-lYfCiAh0W2UzvNXeQDcEWsqTa-Brv56OEBDZ37fDsaUVjpA9jkaYdiLWiZ_0kAzdDhLn_-9rX39hqQGyOKG7-hhS1kO-HbraCXu1shKsPdkmCUO_hFdfOdymEv2rn-I3wrqfhUml9p2iwhIRlARstmyFqZlxrsOyaY9E-Lr5br53h0N50Z4ZCRXAOfMsGkoarAeDxGg/TZTAP0MgugNWNNKj9XaEiraL2miVNMfgzVSsg0VKK_s)"
SP-250405,Green Hydrogen Technology,4,29,"SP Doc Green Hydrogen Technology 4 29.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/V3Brlfope11zN8XP9gb8Sw/cgiRd0rVMln9DQ69LTTtxT1eEuUZQhonlAtp6bTPPucWt63mBjM1r91Ne5_XYugx6wNLUpZReqftYPYFGDuNl-boeIg5w3gG171KNXZELmpiNeY118F51wB8jtekHhE3lharB3486WyUGbAQ8rRVFr5MBwYsxLbbFI2ciCfQX9kgGM8e6wd8YNJ4r4oYDInH/TakiJuIFjyevBXW-uCP7ixE3AOZpi2v4QuTaUwfTd-Q),SP Curr Green Hydrogen Technology 4 29.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/magxY40KRn-gEGtbGwB82g/WjMTVlP6Y3u8blVw37NnXpr94-vT6YhPm5WQR4e58RPhIY5-OyuQdCdHfkOafhBbk1N897QU4MIkHS9kk8hBLr-iPABi-bbqJyCArsY94oc9O4H9yInvqJBR6lYpyPbClzPdEPCOTJptf4BNvP2cuKipKF0HYfbvQCp23d2gZYqxlefyydEG1-E-lb12ulwm/wuw1S4kpc8wMoU44w2I63ZFqyQc154pRgSMZrX9jMCU)"
SP-230303,Hair Colouring Attendant,4,51,"SP Doc Hair Colouring Attendant 4 51.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dlmyIT15Jtc8ySeLMKFunA/pgnuuzjTwuc0uOPnZRdJ05V6Eyp1UuCYyEOtMuM-H7q0N1DDCEjLKVfnDPvPNb75RoifkHuR6uwf5b9J3SaIega4cWOCaxTuDWixlOXnKDUh-3XZ3gFPwqXxM1ABCea9AQjHz6w2wBdTJxTn-h5DCBCnwd80iImXtU8Vc-zV0ts/ROnAplm5CEBmwqjLuKmyQXO7c7xV-2g_EBcUsj6xgsg),SP Curr Hair Colouring Attendant 4 51.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/eudNVr6hi1NYU93mYiAAhA/2WZZn93YAvDRY3sF57S82YT5Dbso7evceLmp4CiYl_vmQk8PzvS4mMUmk73BYYcwuDjZ8qcuKhSGqi_4Lt0fapv1Qu5wK56kOEth6Fjtdhf1duVVtpCD71KAUYv_TEjtcs1tCt7S7MheSnohEf4sCCS3uTkz1Sudl8IgNfRPRpw/FYBD1kS30I0WfbGEEWR6vbyMY7Ker2GnYbfAh_zBuGk)"
SP-230304,Hair Cutting Attendant,4,60,"SP Doc Hair Cutting Attendant 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/a2JavH0RlFikxLN4AALBqg/sdJ-Z5nxNuT1XWdfE1nOO5LEX-9togPovToiQS2b2R4i-ZDMxUI_mMMF4DxEfkHd9QyoGI-e8UriCOFz_TGDAhzuuenB0uhGSOduoQwxtvl8IwEtYF_BiLQvdcjwZP_bAb0FXzrin7NvgrHjT-MyDCJ5bnsQWQxjwhSSADcDzco/WtYaOOvew2SBX7Bi_NCWYs00CiiBtNxVbXYcKHxi6pc),SP Curr Hair Cutting Attendant 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/3CwymsOVHgfWV3orqUiy2g/EUzwlc14kQRqrYAHya3uvj-Hyc9q7EEidgvoAj4Ay6KgwG7j4xiTXf51RAVIe1seJ-V1MteCh7AuHTBBKZbavlIdTQAvTl6B1IzioMXYdpG8bA8M-6VNCZ80pJ7wu-JFQa4BaNYHz_CZCzTceEXTZ1PYgLBEvoI8BqTQiAyPjnQ/gCTOvNiXi5AySR7xU1nTs7xiLc5S2Zo_QKrAVob8lfo)"
SP-250127,High-Pressure Water Jet Operator,3,55,"SP Doc High-Pressure Water Jet Operator 3 55final.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Re_3BniCmWe4dvgaX8tAfw/OhadvWihzpDEny5JaXI3wzltvgnsLq5OTGdcEsSLHaW_Tqq_SNiApTBWQj9hKWlNj0g9TqSORFaQT6VClmW98KPojH6dfPpbecvkPYM483YeJ2Kc73GiBtoZjV_nzUGT2K-3c6KKIaZZ9ghXjgbvKpdOSkhTbI4TFApv_vmbPp9gsZ29Cg9K7HxZI8kYPe0pkIDVL99R4QXlGJLLRqb1kA/Ex3m1URFwzhQbvszwY6zmfGAe5kKla1RumWdo_EBkjI),SP Curr High-Pressure Water Jet Operator 3 55final.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/rOKa07U1U9EVN9_lQP_Yvg/3GVKFZVf20t1qIpb20rma_vj0t91PSTJn0oMl7DdeGvzF0Za-aHegCn_0LvI3Z9h9W6maDDZa0894iSyM6n5RMLabnpf_U2SjBPWrYilQSg8nzCLcD5pCI36LidoaJxKyz9J6Onp9w0sR_LB1y04tw-c35beyhk3RXZOrj4xS5Mv6tW_UZrPy6tCjBqD_KW6icNvcJ1HDxgEAtpgmggz_w/TCocdW9h-4B-moQbW84XeogbnM0ZapF8an1IwpLJOlw)"
SP-230372,Hypertext Markup Language (HTML) Programmer,4,60,"SP Doc HTML Skills Programme 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/L5aLKL5DSnI0YbIR6tQcpQ/ozlXzWH5Lhg_llQPLCVInx2oBoZZJ4CblyzM9DTy1ENeNeuChf_6ETOf73MXuvYT7CHQ_uJ538OCvv0ShgPKXb8kJjIKFdP5pPN3vWGPoLXVqcsfKFpt0lhiq5FSgoP_x6K17JDEHgNemj2SUQLlyBxG-3GOWlT7pXNNAKn1tVM/CtBCeDrWBlE8xhqScd6rWKwl_H-_7pLGLQxX04nKcag),SP Curr HTML Programmer 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/gcCr9QhEWLkBvREE6TGQwg/85jKdHwcgnyXux2bkaC4BrauyElrbxLLxQxZBb3fAhMbv8vncMKpiVxdRmT7ZQrWly_TcC8UWXGtCzaN41ASTcB9jp8IFjs8dyCh0qgAgZbHOWGSa4_poIH_PLT75-gB3HoXxQgBnHtK-9_jcCRX2uA6He5SNwzpHXAYszavocA/ueiU8KsMoEb-HNuqcm-y5qzHXsURdwaVwleGEsYjRuA)"
SP-211013,Hydraulic Crane Pick Up and Carry Operator C34,3,42,"SP Doc Hydraulic Crane Pick Up and Carry C 34 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/qbq9sZI43c1YfnTllvInuA/xPgYDfkHF78ectsGhBjAFdJZiyPR35hywP2BMWIM9XS27xL96h5GZ9nSBFjaF9HCz67a6yfyWNTrw6n2kjBKTURVryAM7nmghO4POXtlWhZYmNnBzwDgW-WMFEqSdWao7le5JdAffAXSVSr0G_9xzrAK2PGqi_gQDVUxDin4JtZDfylrk89R1K32Zq7Ug02J/MtkqYAKUzXSsv0JohioGoYph2k9GcaruaJKnz4o2ROw),SP Curr Hydraulic Crane Pick Up and Carry C34 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/9WKvSdBvhVbREw2LY_HTEw/WU1Bk6a_xLMexapyBIK9iI4uwm7wEyKkgNs2bDEyklxptBYmFUWNR5IWIWsLctDi61zcTJmnAW_suyIv4slio1GWxSjFGuLxabLYxcoBRrr59KEqt_M5XJOl22TuRqG18hE1pyOH9FDPabKt-aUU2dBBQ0ODvMxVt7h8E4bkrdEjjqdqWGHSBy-900rK3kev/El1QJiZzLNDdg91rUrJnUNBu6YMOdiAuUwq2pBf4xTQ)"
SP-211014,Hydraulic Crane Pick Up and Carry C36 Operator,3,56,"SP Doc Hydraulic Crane Pick Up and Carry C36 3 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/CXpjqvThvhZAeTxiXPswAg/z9bNQV33nY6tz3QUI3fls5LJTXD2L8KaRLX6JH0QDSGUxljsCwWpzr3bAvUbIo5HCvktiRwgBQpOFq-hL5pQMK6HGZbFhjPNCg2zocOv6Vwmy5302LwlVHU0ZQtpmF_uRaVqcLtaA2tfinXBnzJkwl5bzrliuTOLCLXQ8YfPMC0GypzaMNtZc_B2DSRJPp1c/Xib0RnO6rqPeL0DLx0tK0Y_amtCGKtFzp6oE-iGBXCQ),SP Curr Hydraulic Crane Pick Up and Carry C36 Operator 3 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YW0O-VdyWishwgUrkaurDA/fRvkah_DowQfiVVYvPYk53BiYejpYmgM7kENZqk5Q38_HkJYtmcJNKkh125_RYP64Hhek6vsdCvsToaic1NWJ-5VSZPnFp_8k84j5sFYDMfvl4uJkwEMUAQD9noF3SazyL8bbU13hjDJQpTPj4_GtOy2S-sKKrLJZ712QebPTlZ79yiU8JAgis75i5J-aRqe/oZG1mVF6IB4LMuTqXgB-fCuBZxRVSL37-gnS7_VCToY)"
SP-211015,Hydraulic Mobile Crane Operator C33,3,42,"SP Doc Hydraulic Mobile Crane C33 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/oSj5NlLWYL8NQLg56X9D4Q/IWcNTyMi7uXBFB7IkjCIbdRM1FIRaFIzvvDJOs8asefnllo34ekGUBfa-Blz5vq3BVUenuWhqKlkftTUec1bJNG_-M28qqaO8r6SQI1JwEP0ffvHBGlk-0FHmdDLb6el5wchpnHqAzbo_H1tX1D8ef69xYTw96vqoOupbwpiNhtvMrxZ-vP4KnOjWVG7A-VB/iapuIEYrNNK5HTsOA-9J6p-8pYh6LymI2Kbpdutq51g),SP Curr Hydraulic Mobile Crane C33 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ehCbxzOL4A_pazAIMYms7g/Bg3L3U_8tjdAFvOyA-7EYgIP_sNzecYOU6JjCEpeiIOpmWWCQUo8TgghgWXcqQHCedWIvHIB8J6XBEkBC61lIdbzmiYAHZivLkLB_udM8umciUIquVGwWduiOH-zMUxBUz4f1FFY7E5eZqlWC3v2Cn4X5Pgj4htaMYUqxsOZaqAHvTwje9S2YAhfJqD98HEM/rvGJFUBaKCrlzXlH14ndWVdkzrIWMc-8qvmmIIjGip8)"
SP-211016,Hydraulic Mobile Crane Operator C35,3,56,"SP Doc Hydraulic Mobile Crane C35 Operator 3 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/aFHjY_aPyfGMzd9jeMKFrA/hKPh1sgqsIOcMFz3vUT17IWJ1R5m8n4pIUorzFCA_j6hPwOzuJvDXcoL9sP6YjlFu6n3faN8pBkyYH394g9xv5HOV8G2E1M69CTw9atZyAKiHiz23iE_22h_nHtZvnfcf1-q9FDjFHNIv7MNytcggKmGfc2qvSt_bRnBmmUr9Er_wBdzV3dvuOXhyxuSdbq9/HlG83t07t-vJFg6BhEY_iFaPPsFy9xnNWp5NhJsXT4A),SP Curr Hydraulic Mobile Crane C35 Operator 3 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BfcbFGGdjaW5Nd9DoN8RBA/6_GZsCbRzPMnS8i7how7vsdU2R3_yPT9_XwIlrEYKb1VOdA6kvGAHYvo50T0HZFHJaaHvpPl3S6-FoQR-W7rinhZNpeAl43q1dm-zYRyswMvLq4TqMwPNlT7Y-N-R8Y54Ldsdk6lV4gMQQ5IEnoTVJ--nd7dGYvFTKJIKZLbSBhGM0odMdKONQegjue7lEhU/JZhe3y5DRTyHm2tWScMHKs9uCl879G65Ljw5uCuZ6po)"
SP-230201,Hydrogen Fuel Cell System Practitioner,5,39,"SP Doc Hydrogen Fuel Cell System Practitioner 5 39.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/OHCcu0UNUCGto-ewvl1yHw/KuukOHg9b8NPOysrUetl4S3n4oirF99XuE8xluLdYPhBut7kpw8ceMWQUE7MTwizU3jIa0omblz9_cX2sa4WihjjLYYr8Ny5C-A8dVs4eC2EceSDm4AkEHr_DxjAMSF_ZVLqDNlfpDHjlRm0CO78nO-66RHS8Cj2c4OBuk_9InjyCrtNumXTl4nQsJ-g3LZN/nExW50RDkQuCVeV6dsgkIbWpKh37a-yHtBirLU5ourw),Curr Doc Hydrogen Fuel Cell System Practitioner 5 39.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/8UE6xW7KnVVjhEpQq57xGw/thl9YuC_Ex8ELyDloST7EgJClRp8m9kxe-QmA9pN0E3dqLFNm8Vz4bZGQzetuflwF_UzGEnItWjKfHhL8rAkqn_61_fEZ54pzHX2Qwew6j5iQUy3paFrKCSfhRM6lcKQJz37Z-inFedIpRuyL3EZLU1iiV_29XhUHA0skfgd6qrv4RXsoOgtTXS2Z4SHERMW/CaZ8SCj4mab0JjLQzWYPZlsM40v_pGXa3crwzHuMX4A)"
SP-240202,Intermediate End User Computing,4,20,"SP Doc Intermediate End User Computing  4 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/HbgGQfV0ZFH_IoYh-M5EFA/wF8zCgX5yiL2FCL9QIH0EMLYp2XukKu6SFafUB9r6lOVvdm-1_3HomrCRnA1bmvDr6YBs_Oo5xVl5551gARqRWb_FPYC5fBjOOIaACS4wmurL42mSOTgd6Tef4qYRtXuu7cLk4a8pAVewflNoVD4cPc2zLM47MuI_ucFGnTbdTXruYbO7X8lVLC6gagqXTip/DV710a8oIId2LPRoZ3WfrSKqh4w7KLb0DdItLNkDxWs),SP Curr Intermediate End User Computing 4 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YwFDAejuN3qJVsy6SNRswg/ZtHhhANMdouiVohQ0rscaEV94jUCi-J_fjx_6FI_AR7z33AVemIVzOItP-tVya-_KoRM8Catx_o7RQMOQORJt_N9XyiCvcf8oqDGLSj79G-QG6rgaUXTRA5DSWuse9_qPHDqZMdnNh_E_PhfH7kvbu9Pgu19s_6VbilQoIMN5nLLijkq1GEPBdHw5oC0CH22/G1tUzT4_NT1f6cFiYvhg2dL97m_UTSM1JKBIaa9j188)"
